Pass,CobPy
80,20
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
40,60
0,100
96,4
20,80
100,0
100,0
100,0
100,0
100,0
100,0
100,0
20,80
0,100
100,0
50,50
100,0
100,0
86.666667,13.333333
100,0
100,0
100,0
70,30
56.666667,43.333333
86.206897,13.793103
100,0
100,0
100,0
100,0
72.413793,27.586207
5.263158,94.736842
100,0
100,0
100,0
100,0
100,0
0,100
100,0
100,0
100,0
100,0
100,0
100,0
0,100
100,0
100,0
